"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Rps29",4.56268562061885e-09,0.342605634624802,1,1,5.06594984457311e-05,"2","Rps29"
"Btg11",4.95143769049705e-09,0.482105119778113,0.909,0.773,5.49758126775888e-05,"2","Btg1"
"Itpkc",6.49200854353882e-09,0.445162113399726,0.273,0.083,7.20807708589115e-05,"2","Itpkc"
"Aopep",7.80648101650189e-09,0.461125465469523,0.47,0.222,8.66753587262205e-05,"2","Aopep"
"Nptx2",1.51756646570921e-08,0.344468315503265,0.212,0.051,0.000168495404687694,"2","Nptx2"
"Vgf",2.13379804353674e-08,0.48484334456638,0.258,0.078,0.000236915596773884,"2","Vgf"
"Eif1a",2.17118615548281e-08,0.558544425273999,0.621,0.4,0.000241066798843256,"2","Eif1a"
"Vcl",2.49122518489148e-08,0.382866857071035,0.386,0.159,0.000276600732278501,"2","Vcl"
"Zyx",3.85090164199277e-08,0.367274434051327,0.364,0.149,0.000427565609310457,"2","Zyx"
"Vmp1",4.48173413114321e-08,0.532649687290973,0.523,0.29,0.000497606940580831,"2","Vmp1"
"Stat3",5.07771926475494e-08,0.481530051111692,0.697,0.449,0.000563779169965741,"2","Stat3"
"Rcan1",7.79986056166204e-08,0.692619744043111,0.295,0.11,0.000866018518161337,"2","Rcan1"
"Socs2",9.62007593584014e-08,0.522908867195131,0.606,0.383,0.00106811703115633,"2","Socs2"
"Cfl2",1.01606641820931e-07,0.376903939520414,0.636,0.385,0.0011281385441378,"2","Cfl2"
"Crem",1.15414100194918e-07,0.791004123595426,0.621,0.405,0.00128144275446417,"2","Crem"
"Nr4a2",1.22885526265864e-07,0.954899547277264,0.712,0.583,0.00136439799812989,"2","Nr4a2"
"Rbm39",1.57302016967935e-07,0.377197356653206,0.977,0.959,0.00174652429439498,"2","Rbm39"
"Tiparp",1.69707411431558e-07,0.503341725685742,0.424,0.198,0.00188426138912459,"2","Tiparp"
"Homer1",2.16203438331477e-07,0.493561404506207,0.356,0.156,0.00240050677579439,"2","Homer1"
"Cish",2.3036670161689e-07,0.401835043335851,0.356,0.154,0.00255776148805233,"2","Cish"
"Arih1",3.3017107619012e-07,0.471587247864113,0.485,0.263,0.00366588945893891,"2","Arih1"
"Nfil3",4.57615560366949e-07,0.619294008103401,0.583,0.361,0.00508090556675423,"2","Nfil3"
"Stat2",4.96136939811123e-07,0.251480988704806,0.258,0.09,0.0055086084427229,"2","Stat2"
"Tmem208",5.29691094902972e-07,0.409882656721351,0.659,0.417,0.0058811602267077,"2","Tmem208"
"Id2",7.0286311467855e-07,1.08384409726984,0.432,0.241,0.00780388916227594,"2","Id2"
"Mul1",8.76559939574531e-07,0.310216609947508,0.364,0.166,0.00973244500909602,"2","Mul1"
"Klf7",9.39774670578121e-07,0.514791746429281,0.462,0.259,0.0104343181674289,"2","Klf7"
"Rab18",1.21380609930315e-06,0.385042412832959,0.545,0.322,0.0134768891205629,"2","Rab18"
"Pdcd7",2.16584563008115e-06,0.773605844228421,0.364,0.185,0.024047384030791,"2","Pdcd7"
"Lbh",2.20287971115072e-06,0.300247776372243,0.235,0.083,0.0244585734329065,"2","Lbh"
"B3gnt2",2.25250670729208e-06,0.327233070471353,0.402,0.198,0.0250095819710639,"2","B3gnt2"
"Mlf1",2.32760965515805e-06,0.268469067699582,0.25,0.09,0.0258434500012199,"2","Mlf1"
"Gpr146",2.4086044762529e-06,0.31466935217723,0.311,0.137,0.026742735499836,"2","Gpr146"
"Avpi1",2.47173648779125e-06,0.471691976915075,0.417,0.229,0.0274436902239462,"2","Avpi1"
"Mast4",3.39423848392352e-06,0.576391985887969,0.515,0.322,0.0376862298870028,"2","Mast4"
"Ppme1",3.74575652767543e-06,0.263269009467271,0.492,0.271,0.0415891347267802,"2","Ppme1"
"Pou1f1",1.47935319421627e-33,0.509729571895716,0.556,0.061,1.64252585153833e-29,"3","Pou1f1"
"B2m",5.97545337133109e-21,0.70463770134668,0.828,0.3,6.6345458781889e-17,"3","B2m"
"Ptn",9.23797505214605e-21,0.510880505375894,0.586,0.142,1.02569237003978e-16,"3","Ptn"
"Emb",1.26916372432819e-18,0.4670689096985,0.465,0.095,1.40915248312159e-14,"3","Emb"
"Dlk1",7.91726944207137e-17,0.970450856608539,0.949,0.722,8.79054426153184e-13,"3","Dlk1"
