"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Gnas",2.02915650398679e-14,0.288933865124473,1,1,2.25297246637654e-10,"2","Gnas"
"Ntrk2",3.62111928483743e-14,0.506555199513941,0.591,0.336,4.020528741955e-10,"2","Ntrk2"
"Chpf",2.25164669572003e-13,0.33345660548095,0.527,0.273,2.50000332625795e-09,"2","Chpf"
"Pcmt1",2.63810123147283e-13,0.359448109623943,0.713,0.428,2.92908379730429e-09,"2","Pcmt1"
"Eif1",2.72919426208162e-13,0.267996660998068,1,0.999,3.03022438918922e-09,"2","Eif1"
"Bnip3",4.90569654934916e-13,0.326996896435901,0.646,0.358,5.44679487874237e-09,"2","Bnip3"
"Camk2d",5.33479867886111e-13,0.346256989488823,0.401,0.176,5.92322697313949e-09,"2","Camk2d"
"Rgs9",7.00780062599352e-13,0.324195458224838,0.494,0.243,7.7807610350406e-09,"2","Rgs9"
"Anp32b",9.87608485670944e-13,0.432222344193317,0.81,0.582,1.09654170164045e-08,"2","Anp32b"
"Tnfrsf12a",1.0247789260678e-12,0.418677586657253,0.561,0.305,1.13781204161308e-08,"2","Tnfrsf12a"
"Psmd7",1.40443526803689e-12,0.298072356864285,0.726,0.441,1.55934447810136e-08,"2","Psmd7"
"Lmna",1.97429636029461e-12,0.384961973921025,0.498,0.262,2.1920612488351e-08,"2","Lmna"
"Mat2a",2.50237965884844e-12,0.393871740151062,0.667,0.42,2.77839213521942e-08,"2","Mat2a"
"Kif5c",2.65184296619653e-12,0.284854463526647,0.586,0.314,2.944341245368e-08,"2","Kif5c"
"Sbno2",1.55634342901822e-11,0.41538389058498,0.515,0.273,1.72800810923893e-07,"2","Sbno2"
"Rraga",2.1068434680413e-11,0.36618213861168,0.679,0.444,2.33922830256626e-07,"2","Rraga"
"Eif3a",2.29500615371494e-11,0.326996896435901,0.667,0.43,2.54814533246969e-07,"2","Eif3a"
"Ndufaf4",2.49584542802185e-11,0.286135504290495,0.367,0.165,2.77113717873266e-07,"2","Ndufaf4"
"Rprml",3.13383435294449e-11,0.346045934492724,0.603,0.349,3.47949628207427e-07,"2","Rprml"
"Fth1",3.62741464677246e-11,0.272382483027386,1,1,4.02751848231147e-07,"2","Fth1"
"Tbx19",3.93210434370878e-11,0.398147239795764,0.772,0.536,4.36581545281986e-07,"2","Tbx19"
"Atp6v0d1",4.18341828192149e-11,0.318621613400246,0.633,0.393,4.64484931841743e-07,"2","Atp6v0d1"
"Larp4b",5.03995430581507e-11,0.276726964571624,0.443,0.222,5.59586126574647e-07,"2","Larp4b"
"Mcub1",5.64426767818429e-11,0.35891000483661,0.92,0.742,6.26683040308802e-07,"2","Mcub"
"Jund",8.07772300917007e-11,0.349264157065491,0.954,0.954,8.96869585708153e-07,"2","Jund"
"Sra1",8.48840818823002e-11,0.285180587524909,0.734,0.471,9.42467961139179e-07,"2","Sra1"
"Timm17a",9.80924357263243e-11,0.301973470756403,0.65,0.409,1.08912031386938e-06,"2","Timm17a"
"Rrp1",1.03449150422885e-10,0.358845492564829,0.755,0.524,1.14859591714529e-06,"2","Rrp1"
"Sar1b",1.1236285576028e-10,0.341141078756171,0.776,0.524,1.24756478750639e-06,"2","Sar1b"
"Atp1a2",1.1429045476485e-10,0.389383023969558,0.768,0.529,1.26896691925413e-06,"2","Atp1a2"
"Pmvk",1.17553129413941e-10,0.424975392910021,0.561,0.335,1.30519239588298e-06,"2","Pmvk"
"Dsp",1.38800826426878e-10,0.269382226412124,0.384,0.18,1.54110557581763e-06,"2","Dsp"
"Timm23",1.54929517247765e-10,0.319394248812527,0.608,0.381,1.72018243000194e-06,"2","Timm23"
"Cycs",1.68011754491645e-10,0.322391636797275,0.705,0.462,1.86543451012074e-06,"2","Cycs"
"Eif5b",2.2844754050033e-10,0.356423364325495,0.616,0.402,2.53645304217517e-06,"2","Eif5b"
"Emc6",2.32112599575254e-10,0.352667332137199,0.586,0.379,2.57714619308404e-06,"2","Emc6"
"Tnfrsf1a",2.6779395411231e-10,0.288818514499999,0.46,0.244,2.97331627250898e-06,"2","Tnfrsf1a"
"Sec13",3.16117276616476e-10,0.297731656652314,0.591,0.354,3.50985012227273e-06,"2","Sec13"
"Noct",4.14880867098482e-10,0.273431220196815,0.325,0.145,4.60642226739445e-06,"2","Noct"
"Clic1",4.50836706731214e-10,0.269900111205187,0.696,0.421,5.00563995483667e-06,"2","Clic1"
